Model Outputs
100
,,Sub4:LHeadAngles,,,Sub4:LNeckAngles,,,Sub4:LThoraxAngles,,,Sub4:RHeadAngles,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
799,0,26.9855,0.68735,7.55905,-39.5041,-5.71581,-2.22413,12.8499,-0.357916,3.16197,26.9855,-0.68735,-7.55905
800,0,25.9835,0.737503,7.45888,-38.6236,-5.59819,-2.22541,12.9665,-0.347704,3.13262,25.9835,-0.737503,-7.45888
801,0,24.979,0.783061,7.35791,-37.7379,-5.47859,-2.22644,13.0801,-0.337959,3.10419,24.979,-0.783061,-7.35791
802,0,23.9737,0.82421,7.25649,-36.8484,-5.35743,-2.22699,13.1904,-0.32874,3.07686,23.9737,-0.82421,-7.25649
803,0,22.9696,0.861118,7.15556,-35.9571,-5.23551,-2.22729,13.2976,-0.320056,3.05077,22.9696,-0.861118,-7.15556
804,0,21.9689,0.893623,7.05606,-35.0664,-5.11331,-2.22762,13.4016,-0.311871,3.02614,21.9689,-0.893623,-7.05606
805,0,20.9741,0.921356,6.95816,-34.1789,-4.99069,-2.22776,13.5027,-0.30409,3.00322,20.9741,-0.921356,-6.95816
806,0,19.9872,0.944123,6.86126,-33.2968,-4.86709,-2.22688,13.6011,-0.296534,2.9822,19.9872,-0.944123,-6.86126
807,0,19.0092,0.962232,6.76462,-32.4215,-4.74214,-2.22394,13.6972,-0.288933,2.96315,19.0092,-0.962232,-6.76462
808,0,18.0401,0.976462,6.66787,-31.5536,-4.61595,-2.21826,13.7913,-0.280975,2.94591,18.0401,-0.976462,-6.66787
809,0,17.0792,0.987723,6.57088,-30.6926,-4.4889,-2.20965,13.8838,-0.27241,2.93009,17.0792,-0.987723,-6.57088
810,0,16.1253,0.996798,6.47336,-29.8375,-4.36138,-2.198,13.9751,-0.2632,2.91517,16.1253,-0.996798,-6.47336
811,0,15.1768,1.00432,6.37462,-28.9871,-4.23378,-2.18276,14.0655,-0.253585,2.90081,15.1768,-1.00432,-6.37462
812,0,14.2323,1.01082,6.27386,-28.1405,-4.1065,-2.16311,14.1556,-0.24397,2.88696,14.2323,-1.01082,-6.27386
813,0,13.2905,1.01663,6.17063,-27.2967,-3.9799,-2.13847,14.2455,-0.234659,2.87367,13.2905,-1.01663,-6.17063
814,0,12.3511,1.02184,6.06492,-26.4552,-3.85404,-2.10905,14.3354,-0.225618,2.86074,12.3511,-1.02184,-6.06492
815,0,11.4141,1.02628,5.95721,-25.616,-3.72874,-2.07585,14.425,-0.21653,2.8477,11.4141,-1.02628,-5.95721
816,0,10.4799,1.02964,5.84844,-24.7791,-3.60389,-2.04022,14.5141,-0.207115,2.83416,10.4799,-1.02964,-5.84844
817,0,9.54864,1.03166,5.73956,-23.9446,-3.47982,-2.00308,14.6026,-0.197418,2.82018,9.54864,-1.03166,-5.73956
818,0,8.62034,1.03228,5.63111,-23.1124,-3.35713,-1.96437,14.6906,-0.18783,2.80635,8.62034,-1.03228,-5.63111
819,0,7.69452,1.03151,5.52317,-22.2822,-3.23638,-1.9235,14.778,-0.17886,2.79334,7.69452,-1.03151,-5.52317
820,0,6.77035,1.02918,5.41555,-21.4526,-3.11757,-1.87999,14.8647,-0.170804,2.78154,6.77035,-1.02918,-5.41555
821,0,5.84677,1.02487,5.30768,-20.6222,-3.00008,-1.83345,14.9501,-0.163719,2.771,5.84677,-1.02487,-5.30768
822,0,4.92271,1.01795,5.19884,-19.7896,-2.88294,-1.78342,15.0337,-0.157614,2.76172,4.92271,-1.01795,-5.19884
823,0,3.99757,1.00766,5.08858,-18.954,-2.76519,-1.72982,15.1154,-0.152457,2.75359,3.99757,-1.00766,-5.08858
824,0,3.07139,0.993188,4.97722,-18.1154,-2.64599,-1.67343,15.1949,-0.14806,2.74627,3.07139,-0.993188,-4.97722
825,0,2.14506,0.973865,4.86536,-17.2746,-2.52471,-1.61541,15.2724,-0.144125,2.73924,2.14506,-0.973865,-4.86536
826,0,1.22028,0.949388,4.75325,-16.4338,-2.40101,-1.5563,15.3481,-0.140342,2.73206,1.22028,-0.949388,-4.75325
827,0,0.299408,0.919843,4.64048,-15.5955,-2.27484,-1.49578,15.4223,-0.136436,2.72438,0.299408,-0.919843,-4.64048
828,0,-0.615084,0.885553,4.52633,-14.7625,-2.14636,-1.43304,15.4951,-0.132204,2.71599,-0.615084,-0.885553,-4.52633
829,0,-1.52099,0.846911,4.41022,-13.9368,-2.01597,-1.36726,15.5668,-0.127617,2.70687,-1.52099,-0.846911,-4.41022
830,0,-2.41669,0.804385,4.29191,-13.12,-1.88445,-1.29772,15.637,-0.122903,2.69724,-2.41669,-0.804385,-4.29191
831,0,-3.30132,0.75866,4.17141,-12.3126,-1.75306,-1.22378,15.7057,-0.118549,2.68757,-3.30132,-0.75866,-4.17141
832,0,-4.17454,0.710793,4.04904,-11.5144,-1.6236,-1.14487,15.7725,-0.115214,2.67851,-4.17454,-0.710793,-4.04904
833,0,-5.03637,0.662214,3.92549,-10.7251,-1.49831,-1.06076,15.837,-0.113588,2.67077,-5.03637,-0.662214,-3.92549
834,0,-5.88682,0.61457,3.80178,-9.94432,-1.37958,-0.971724,15.8993,-0.114269,2.66491,-5.88682,-0.61457,-3.80178
835,0,-6.72576,0.569482,3.67912,-9.17191,-1.26955,-0.87861,15.9591,-0.117601,2.66113,-6.72576,-0.569482,-3.67912
836,0,-7.55282,0.528314,3.55872,-8.40824,-1.16966,-0.782928,16.0165,-0.123524,2.65913,-7.55282,-0.528314,-3.55872
837,0,-8.36726,0.492017,3.44186,-7.65422,-1.08051,-0.686834,16.0717,-0.131566,2.65811,-8.36726,-0.492017,-3.44186
838,0,-9.16794,0.461092,3.32989,-6.91136,-1.00203,-0.592803,16.1251,-0.141057,2.65712,-9.16794,-0.461092,-3.32989
839,0,-9.95339,0.435695,3.22414,-6.18163,-0.933857,-0.503106,16.1771,-0.151393,2.65547,-9.95339,-0.435695,-3.22414
840,0,-10.7221,0.41567,3.12575,-5.46706,-0.875422,-0.419419,16.2282,-0.162169,2.65289,-10.7221,-0.41567,-3.12575
841,0,-11.4731,0.400485,3.03544,-4.76921,-0.825847,-0.342644,16.2789,-0.173149,2.64954,-11.4731,-0.400485,-3.03544
842,0,-12.2059,0.389292,2.95337,-4.08889,-0.783891,-0.272951,16.3294,-0.184167,2.64574,-12.2059,-0.389292,-2.95337
843,0,-12.9208,0.381248,2.87935,-3.42629,-0.748226,-0.210135,16.38,-0.195048,2.64184,-12.9208,-0.381248,-2.87935
844,0,-13.6182,0.375826,2.81312,-2.78111,-0.717738,-0.154013,16.4309,-0.205547,2.63801,-13.6182,-0.375826,-2.81312
845,0,-14.2987,0.372898,2.75426,-2.15259,-0.691602,-0.104496,16.4818,-0.215319,2.63417,-14.2987,-0.372898,-2.75426
846,0,-14.9633,0.372591,2.70214,-1.53972,-0.66919,-0.0614239,16.5327,-0.223962,2.63001,-14.9633,-0.372591,-2.70214
847,0,-15.6129,0.375131,2.65598,-0.941552,-0.650037,-0.0245129,16.5834,-0.231119,2.62519,-15.6129,-0.375131,-2.65598
848,0,-16.2478,0.380753,2.61522,-0.357632,-0.633903,0.00656203,16.634,-0.236595,2.61962,-16.2478,-0.380753,-2.61522
849,0,-16.868,0.389615,2.57969,0.211546,-0.620796,0.0320894,16.6846,-0.240442,2.61352,-16.868,-0.389615,-2.57969
850,0,-17.4718,0.401634,2.54941,0.764197,-0.610729,0.0522533,16.7356,-0.242875,2.60716,-17.4718,-0.401634,-2.54941
851,0,-18.0567,0.416347,2.52438,1.29719,-0.60336,0.067031,16.7874,-0.244051,2.60058,-18.0567,-0.416347,-2.52438
852,0,-18.6188,0.432976,2.50443,1.80645,-0.597895,0.0761873,16.8403,-0.243925,2.59341,-18.6188,-0.432976,-2.50443
853,0,-19.1543,0.450692,2.48924,2.28761,-0.593347,0.0794771,16.8947,-0.242274,2.58507,-19.1543,-0.450692,-2.48924
854,0,-19.6592,0.468873,2.47824,2.73673,-0.588891,0.0769667,16.9507,-0.238812,2.57505,-19.6592,-0.468873,-2.47824
855,0,-20.1305,0.487193,2.47059,3.15072,-0.584168,0.0693293,17.0081,-0.233432,2.56319,-20.1305,-0.487193,-2.47059
856,0,-20.5658,0.505481,2.46533,3.52772,-0.579517,0.0580989,17.0665,-0.226582,2.55002,-20.5658,-0.505481,-2.46533
857,0,-20.9635,0.523459,2.46161,3.867,-0.575876,0.0455788,17.1251,-0.219454,2.53698,-20.9635,-0.523459,-2.46161
858,0,-21.3227,0.540597,2.45886,4.16866,-0.574086,0.0339835,17.1827,-0.213418,2.52566,-21.3227,-0.540597,-2.45886
859,0,-21.6431,0.556249,2.45653,4.43334,-0.574173,0.0246597,17.2387,-0.20915,2.5168,-21.6431,-0.556249,-2.45653
860,0,-21.9254,0.569898,2.45354,4.66239,-0.575596,0.0185027,17.2922,-0.206595,2.51016,-21.9254,-0.569898,-2.45354
861,0,-22.1713,0.581225,2.44843,4.85812,-0.577882,0.0166311,17.3427,-0.205574,2.50535,-22.1713,-0.581225,-2.44843
862,0,-22.3836,0.590084,2.43983,5.02361,-0.580652,0.0200239,17.3895,-0.205865,2.50199,-22.3836,-0.590084,-2.43983
863,0,-22.5651,0.596614,2.42694,5.16225,-0.583546,0.0289454,17.4325,-0.207035,2.49956,-22.5651,-0.596614,-2.42694
864,0,-22.7191,0.601215,2.40958,5.27747,-0.586398,0.0430505,17.4713,-0.208637,2.49756,-22.7191,-0.601215,-2.40958
865,0,-22.849,0.60429,2.3881,5.37264,-0.588971,0.0614357,17.5059,-0.210203,2.49548,-22.849,-0.60429,-2.3881
866,0,-22.958,0.606025,2.36329,5.4507,-0.590513,0.0825063,17.5366,-0.210994,2.49255,-22.958,-0.606025,-2.36329
867,0,-23.0486,0.606375,2.33633,5.51372,-0.589978,0.10433,17.5639,-0.210209,2.488,-23.0486,-0.606375,-2.33633
868,0,-23.1224,0.605162,2.3086,5.56265,-0.586503,0.125144,17.5883,-0.207342,2.48142,-23.1224,-0.605162,-2.3086
869,0,-23.1802,0.602174,2.2815,5.59753,-0.579562,0.143586,17.6106,-0.202229,2.47284,-23.1802,-0.602174,-2.2815
870,0,-23.2224,0.59722,2.25618,5.61828,-0.569001,0.158871,17.6313,-0.195026,2.46258,-23.2224,-0.59722,-2.25618
871,0,-23.2496,0.59016,2.23337,5.62521,-0.555199,0.171118,17.6507,-0.186349,2.45148,-23.2496,-0.59016,-2.23337
872,0,-23.2625,0.580891,2.21343,5.61912,-0.539162,0.181456,17.6687,-0.177388,2.44103,-23.2625,-0.580891,-2.21343
873,0,-23.262,0.569291,2.19658,5.60108,-0.522065,0.191318,17.6854,-0.169516,2.43288,-23.262,-0.569291,-2.19658
874,0,-23.2489,0.555218,2.18316,5.57211,-0.504521,0.201313,17.7004,-0.163568,2.42799,-23.2489,-0.555218,-2.18316
875,0,-23.2243,0.538663,2.17359,5.53321,-0.486453,0.210866,17.7138,-0.15956,2.42621,-23.2243,-0.538663,-2.17359
876,0,-23.1895,0.519868,2.16824,5.48544,-0.467442,0.218625,17.726,-0.15691,2.42659,-23.1895,-0.519868,-2.16824
877,0,-23.1458,0.499215,2.16738,5.42986,-0.446964,0.223005,17.7369,-0.154778,2.42789,-23.1458,-0.499215,-2.16738
878,0,-23.0944,0.477122,2.17118,5.36749,-0.424812,0.223016,17.747,-0.152587,2.4293,-23.0944,-0.477122,-2.17118
879,0,-23.0361,0.454127,2.17944,5.29912,-0.401603,0.218932,17.7563,-0.150419,2.431,-23.0361,-0.454127,-2.17944
880,0,-22.9715,0.430916,2.19164,5.22513,-0.378585,0.211932,17.7648,-0.148787,2.43371,-22.9715,-0.430916,-2.19164
881,0,-22.9001,0.408145,2.20726,5.14511,-0.357001,0.203222,17.7727,-0.148196,2.4382,-22.9001,-0.408145,-2.20726
882,0,-22.8209,0.386256,2.22608,5.05795,-0.337749,0.193564,17.78,-0.149015,2.44504,-22.8209,-0.386256,-2.22608
883,0,-22.7326,0.365521,2.24817,4.96213,-0.321409,0.183224,17.787,-0.15147,2.4546,-22.7326,-0.365521,-2.24817
884,0,-22.6339,0.346199,2.27371,4.85627,-0.308321,0.172026,17.7938,-0.155572,2.46689,-22.6339,-0.346199,-2.27371
885,0,-22.5241,0.328548,2.30282,4.73953,-0.298395,0.159239,17.8005,-0.16092,2.48134,-22.5241,-0.328548,-2.30282
886,0,-22.4034,0.312641,2.33564,4.6119,-0.29078,0.143467,17.8073,-0.166566,2.49668,-22.4034,-0.312641,-2.33564
887,0,-22.2728,0.298262,2.37214,4.47427,-0.28405,0.12324,17.8142,-0.171306,2.51141,-22.2728,-0.298262,-2.37214
888,0,-22.1339,0.285033,2.41183,4.32826,-0.276957,0.0979854,17.8212,-0.174269,2.52444,-22.1339,-0.285033,-2.41183
889,0,-21.9884,0.272596,2.45377,4.1759,-0.268912,0.0683316,17.8279,-0.175213,2.53543,-21.9884,-0.272596,-2.45377
890,0,-21.8382,0.260676,2.49678,4.01936,-0.259896,0.0356777,17.8341,-0.174378,2.54458,-21.8382,-0.260676,-2.49678
891,0,-21.6851,0.24906,2.53969,3.86083,-0.250176,0.00161429,17.8392,-0.17224,2.55231,-21.6851,-0.24906,-2.53969
892,0,-21.5308,0.237555,2.58178,3.70222,-0.240092,-0.0326455,17.8432,-0.169352,2.5591,-21.5308,-0.237555,-2.58178
893,0,-21.3765,0.225968,2.62307,3.54494,-0.229925,-0.066669,17.8458,-0.166243,2.56539,-21.3765,-0.225968,-2.62307
894,0,-21.223,0.2142,2.66414,3.38985,-0.219941,-0.100691,17.847,-0.163353,2.57151,-21.223,-0.2142,-2.66414
895,0,-21.0707,0.202384,2.70559,3.23747,-0.210527,-0.135151,17.8468,-0.160994,2.57763,-21.0707,-0.202384,-2.70559
896,0,-20.92,0.19093,2.74779,3.08818,-0.202249,-0.170434,17.8451,-0.159367,2.58373,-20.92,-0.19093,-2.74779
897,0,-20.7711,0.18047,2.79096,2.94214,-0.195823,-0.206877,17.842,-0.158579,2.58974,-20.7711,-0.18047,-2.79096
898,0,-20.6241,0.17173,2.83525,2.79936,-0.191995,-0.244749,17.8377,-0.158658,2.59556,-20.6241,-0.17173,-2.83525
899,0,-20.479,0.165336,2.8807,2.65984,-0.191346,-0.284185,17.8322,-0.159564,2.6011,-20.479,-0.165336,-2.8807
900,0,-20.3361,0.161668,2.92726,2.5236,-0.194169,-0.325178,17.8257,-0.16121,2.60634,-20.3361,-0.161668,-2.92726
901,0,-20.1956,0.160832,2.97489,2.39065,-0.200453,-0.367641,17.8187,-0.163479,2.61132,-20.1956,-0.160832,-2.97489
902,0,-20.058,0.162609,3.02351,2.26096,-0.209836,-0.411489,17.8113,-0.166226,2.61601,-20.058,-0.162609,-3.02351
903,0,-19.9235,0.166382,3.07294,2.13447,-0.221547,-0.456597,17.8041,-0.169291,2.62032,-19.9235,-0.166382,-3.07294
904,0,-19.7924,0.171243,3.1228,2.01122,-0.234545,-0.502689,17.797,-0.172536,2.62412,-19.7924,-0.171243,-3.1228
905,0,-19.6647,0.176266,3.17253,1.89126,-0.24781,-0.549295,17.7901,-0.17586,2.62727,-19.6647,-0.176266,-3.17253
906,0,-19.5401,0.180721,3.2214,1.7744,-0.260549,-0.595778,17.7832,-0.179176,2.62965,-19.5401,-0.180721,-3.2214
907,0,-19.4182,0.184183,3.26855,1.65983,-0.272294,-0.641398,17.7766,-0.18238,2.63112,-19.4182,-0.184183,-3.26855
908,0,-19.2977,0.186592,3.31313,1.54609,-0.282917,-0.685521,17.7706,-0.185306,2.63148,-19.2977,-0.186592,-3.31313
909,0,-19.1776,0.18824,3.35465,1.43149,-0.292576,-0.728011,17.7657,-0.187719,2.63035,-19.1776,-0.18824,-3.35465
910,0,-19.057,0.189679,3.39323,1.31465,-0.30167,-0.769497,17.7625,-0.189397,2.62725,-19.057,-0.189679,-3.39323
911,0,-18.9357,0.191593,3.42968,1.19491,-0.310778,-0.811316,17.7615,-0.190221,2.62166,-18.9357,-0.191593,-3.42968
912,0,-18.8139,0.194584,3.46517,1.07249,-0.320433,-0.855112,17.7627,-0.190166,2.61312,-18.8139,-0.194584,-3.46517
913,0,-18.6922,0.198917,3.50078,0.948403,-0.330843,-0.902292,17.7658,-0.189263,2.60131,-18.6922,-0.198917,-3.50078
914,0,-18.5719,0.204475,3.53708,0.824086,-0.341912,-0.9536,17.7705,-0.187636,2.58606,-18.5719,-0.204475,-3.53708
915,0,-18.4539,0.21096,3.57422,0.701055,-0.353577,-1.00894,17.7762,-0.185618,2.56759,-18.4539,-0.21096,-3.57422
916,0,-18.339,0.2182,3.61205,0.580663,-0.366315,-1.06732,17.7825,-0.183942,2.54676,-18.339,-0.2182,-3.61205
917,0,-18.2276,0.226351,3.6504,0.46403,-0.381402,-1.12699,17.7887,-0.183793,2.52511,-18.2276,-0.226351,-3.6504
918,0,-18.12,0.235887,3.68917,0.352035,-0.400515,-1.18607,17.7944,-0.186431,2.50446,-18.12,-0.235887,-3.68917
919,0,-18.0163,0.247345,3.72836,0.245288,-0.425083,-1.24298,17.7992,-0.192786,2.48638,-18.0163,-0.247345,-3.72836
920,0,-17.9163,0.261036,3.7681,0.144064,-0.455886,-1.29673,17.8025,-0.203347,2.47198,-17.9163,-0.261036,-3.7681
921,0,-17.8197,0.276921,3.80852,0.0481413,-0.492733,-1.34717,17.8045,-0.217954,2.46154,-17.8197,-0.276921,-3.80852
922,0,-17.726,0.294596,3.84976,-0.0433008,-0.534243,-1.39531,17.8051,-0.235585,2.45417,-17.726,-0.294596,-3.84976
923,0,-17.6342,0.313323,3.89173,-0.131558,-0.578241,-1.44269,17.8048,-0.254723,2.44826,-17.6342,-0.313323,-3.89173
924,0,-17.5435,0.332168,3.93412,-0.218182,-0.622609,-1.49041,17.8039,-0.274089,2.44237,-17.5435,-0.332168,-3.93412
925,0,-17.4525,0.350272,3.97667,-0.304855,-0.665917,-1.53902,17.8028,-0.292999,2.43569,-17.4525,-0.350272,-3.97667
926,0,-17.36,0.367074,4.01946,-0.393245,-0.707489,-1.58889,17.8019,-0.311222,2.42792,-17.36,-0.367074,-4.01946
927,0,-17.2649,0.382324,4.06294,-0.484745,-0.747127,-1.64051,17.8014,-0.328699,2.41901,-17.2649,-0.382324,-4.06294
928,0,-17.1665,0.395956,4.10765,-0.580265,-0.784805,-1.69431,17.8014,-0.345393,2.40908,-17.1665,-0.395956,-4.10765
929,0,-17.0643,0.407996,4.15407,-0.680292,-0.820542,-1.75047,17.8022,-0.361244,2.39843,-17.0643,-0.407996,-4.15407
930,0,-16.958,0.418538,4.20252,-0.785178,-0.85435,-1.80888,17.8037,-0.376122,2.38749,-16.958,-0.418538,-4.20252
931,0,-16.8473,0.427698,4.25312,-0.895407,-0.88616,-1.86917,17.8059,-0.389783,2.37673,-16.8473,-0.427698,-4.25312
932,0,-16.7313,0.435531,4.3057,-1.01166,-0.915765,-1.93071,17.8088,-0.401888,2.36662,-16.7313,-0.435531,-4.3057
933,0,-16.6096,0.442014,4.36001,-1.13473,-0.942868,-1.99284,17.8126,-0.412079,2.35756,-16.6096,-0.442014,-4.36001
934,0,-16.4813,0.447157,4.41602,-1.26545,-0.967267,-2.05515,17.8173,-0.420041,2.34993,-16.4813,-0.447157,-4.41602
935,0,-16.3458,0.451176,4.47407,-1.40463,-0.989074,-2.11775,17.8232,-0.425555,2.34394,-16.3458,-0.451176,-4.47407
936,0,-16.2028,0.454553,4.53481,-1.55289,-1.00879,-2.18115,17.8304,-0.428531,2.33971,-16.2028,-0.454553,-4.53481
937,0,-16.0522,0.457818,4.59884,-1.71037,-1.02704,-2.2459,17.8391,-0.428988,2.33726,-16.0522,-0.457818,-4.59884
938,0,-15.8942,0.461294,4.66644,-1.8765,-1.04427,-2.31227,17.8492,-0.427037,2.33658,-15.8942,-0.461294,-4.66644
939,0,-15.7299,0.465144,4.73749,-2.05006,-1.0608,-2.38016,17.8603,-0.422885,2.33767,-15.7299,-0.465144,-4.73749
940,0,-15.5605,0.469715,4.81163,-2.22937,-1.07721,-2.44922,17.872,-0.416879,2.34048,-15.5605,-0.469715,-4.81163
941,0,-15.3873,0.475741,4.88841,-2.41246,-1.09458,-2.51895,17.8839,-0.409506,2.34505,-15.3873,-0.475741,-4.88841
942,0,-15.2121,0.484191,4.96731,-2.59723,-1.1143,-2.58867,17.8956,-0.401344,2.35148,-15.2121,-0.484191,-4.96731
943,0,-15.0364,0.495915,5.04764,-2.78157,-1.13757,-2.65757,17.9069,-0.392937,2.35987,-15.0364,-0.495915,-5.04764
944,0,-14.862,0.511438,5.12873,-2.96363,-1.16514,-2.72498,17.9174,-0.384681,2.37018,-14.862,-0.511438,-5.12873
945,0,-14.69,0.53095,5.20995,-3.142,-1.19725,-2.79046,17.9272,-0.376805,2.3822,-14.69,-0.53095,-5.20995
946,0,-14.5213,0.554349,5.29073,-3.3157,-1.23377,-2.85377,17.9361,-0.369412,2.39562,-14.5213,-0.554349,-5.29073
947,0,-14.3565,0.581271,5.37053,-3.48417,-1.27427,-2.91477,17.9442,-0.362516,2.41002,-14.3565,-0.581271,-5.37053
948,0,-14.1962,0.611187,5.44882,-3.64708,-1.31805,-2.97342,17.9513,-0.356071,2.42494,-14.1962,-0.611187,-5.44882
949,0,-14.0405,0.643576,5.5251,-3.80432,-1.36442,-3.0298,17.9578,-0.349978,2.43983,-14.0405,-0.643576,-5.5251
950,0,-13.8899,0.677986,5.59886,-3.95591,-1.41272,-3.08402,17.964,-0.344099,2.45407,-13.8899,-0.677986,-5.59886
951,0,-13.7445,0.713964,5.66965,-4.10209,-1.4623,-3.13634,17.9701,-0.338283,2.467,-13.7445,-0.713964,-5.66965
952,0,-13.6041,0.751054,5.73718,-4.24341,-1.51257,-3.18702,17.9765,-0.332423,2.47808,-13.6041,-0.751054,-5.73718
953,0,-13.4683,0.788853,5.80138,-4.38068,-1.56313,-3.23633,17.9834,-0.32647,2.487,-13.4683,-0.788853,-5.80138
954,0,-13.3361,0.82694,5.8624,-4.51486,-1.61357,-3.28453,17.9909,-0.320365,2.49365,-13.3361,-0.82694,-5.8624
955,0,-13.2066,0.864809,5.92043,-4.64703,-1.6633,-3.33184,17.999,-0.313953,2.49803,-13.2066,-0.864809,-5.92043
956,0,-13.0787,0.901902,5.97541,-4.77845,-1.71163,-3.37816,18.0079,-0.306995,2.50021,-13.0787,-0.901902,-5.97541
957,0,-12.9512,0.937689,6.02695,-4.91048,-1.75785,-3.42297,18.0175,-0.299247,2.50035,-12.9512,-0.937689,-6.02695
958,0,-12.8232,0.971735,6.07454,-5.04427,-1.80138,-3.46545,18.028,-0.290522,2.49877,-12.8232,-0.971735,-6.07454
959,0,-12.6939,1.00376,6.11795,-5.18051,-1.84187,-3.50493,18.0393,-0.280712,2.49593,-12.6939,-1.00376,-6.11795
960,0,-12.5634,1.03374,6.15733,-5.31929,-1.87926,-3.54097,18.0515,-0.269807,2.49245,-12.5634,-1.03374,-6.15733
961,0,-12.432,1.06186,6.19302,-5.46011,-1.91383,-3.57331,18.0645,-0.257919,2.48891,-12.432,-1.06186,-6.19302
962,0,-12.3004,1.08843,6.22529,-5.60193,-1.94601,-3.60174,18.078,-0.245285,2.4858,-12.3004,-1.08843,-6.22529
963,0,-12.1698,1.11382,6.25438,-5.74323,-1.97634,-3.6263,18.0917,-0.232227,2.48336,-12.1698,-1.11382,-6.25438
964,0,-12.0413,1.13864,6.28074,-5.88232,-2.0056,-3.64749,18.1051,-0.219085,2.48152,-12.0413,-1.13864,-6.28074
965,0,-11.9159,1.1637,6.30514,-6.01753,-2.03481,-3.66631,18.1178,-0.206167,2.48003,-11.9159,-1.1637,-6.30514
966,0,-11.7947,1.18983,6.32857,-6.1474,-2.06495,-3.6841,18.1295,-0.193692,2.47849,-11.7947,-1.18983,-6.32857
967,0,-11.6784,1.21768,6.35199,-6.27082,-2.09679,-3.70218,18.1397,-0.181796,2.4765,-11.6784,-1.21768,-6.35199
968,0,-11.5673,1.24779,6.3761,-6.38711,-2.13096,-3.72157,18.1485,-0.170572,2.47371,-11.5673,-1.24779,-6.3761
969,0,-11.4617,1.28059,6.40135,-6.49599,-2.16797,-3.74284,18.1556,-0.1601,2.46997,-11.4617,-1.28059,-6.40135
970,0,-11.3613,1.31635,6.42808,-6.59759,-2.2082,-3.76634,18.1612,-0.150427,2.46521,-11.3613,-1.31635,-6.42808
971,0,-11.2659,1.35507,6.45656,-6.69244,-2.25174,-3.79232,18.1654,-0.141551,2.45945,-11.2659,-1.35507,-6.45656
972,0,-11.1746,1.39651,6.48695,-6.7815,-2.29842,-3.82096,18.1685,-0.133421,2.45265,-11.1746,-1.39651,-6.48695
973,0,-11.0863,1.44036,6.51925,-6.86616,-2.34797,-3.85232,18.1706,-0.125924,2.44473,-11.0863,-1.44036,-6.51925
974,0,-10.9997,1.48635,6.55326,-6.94802,-2.40011,-3.88626,18.172,-0.118908,2.43562,-10.9997,-1.48635,-6.55326
975,0,-10.9131,1.53428,6.58863,-7.02873,-2.45467,-3.92231,18.1725,-0.112234,2.42537,-10.9131,-1.53428,-6.58863
976,0,-10.8251,1.58389,6.62484,-7.10973,-2.51138,-3.95967,18.1723,-0.105825,2.41425,-10.8251,-1.58389,-6.62484
977,0,-10.7347,1.63485,6.66139,-7.19215,-2.56998,-3.99736,18.1713,-0.099673,2.40272,-10.7347,-1.63485,-6.66139
978,0,-10.6413,1.68684,6.69792,-7.27666,-2.6302,-4.03443,18.1696,-0.0937955,2.39138,-10.6413,-1.68684,-6.69792
979,0,-10.5448,1.73961,6.73436,-7.3634,-2.6918,-4.07023,18.1672,-0.0882056,2.38083,-10.5448,-1.73961,-6.73436
980,0,-10.4456,1.79293,6.77097,-7.45193,-2.7546,-4.10453,18.1641,-0.0829444,2.37161,-10.4456,-1.79293,-6.77097
981,0,-10.3446,1.84667,6.80836,-7.54142,-2.81858,-4.13751,18.1604,-0.0781226,2.36416,-10.3446,-1.84667,-6.80836
982,0,-10.2427,1.90081,6.84733,-7.63108,-2.88391,-4.16965,18.1562,-0.0739203,2.35886,-10.2427,-1.90081,-6.84733
983,0,-10.1405,1.95524,6.88881,-7.72044,-2.95079,-4.20163,18.1517,-0.0705412,2.35596,-10.1405,-1.95524,-6.88881
984,0,-10.0383,2.00964,6.93365,-7.80931,-3.01916,-4.23425,18.1471,-0.0681459,2.35557,-10.0383,-2.00964,-6.93365
985,0,-9.93622,2.06352,6.9827,-7.89763,-3.08873,-4.26843,18.1425,-0.0667901,2.35766,-9.93622,-2.06352,-6.9827
986,0,-9.83454,2.11633,7.03662,-7.9853,-3.15898,-4.30507,18.1379,-0.0664047,2.3621,-9.83454,-2.11633,-7.03662
987,0,-9.73357,2.16746,7.09581,-8.07211,-3.22919,-4.34474,18.1335,-0.0668322,2.36879,-9.73357,-2.16746,-7.09581
988,0,-9.63365,2.21623,7.16025,-8.15773,-3.29846,-4.38757,18.1292,-0.0678758,2.37774,-9.63365,-2.21623,-7.16025
989,0,-9.53511,2.26194,7.22968,-8.24186,-3.36584,-4.43329,18.1248,-0.0693201,2.38908,-9.53511,-2.26194,-7.22968
990,0,-9.43814,2.30405,7.30384,-8.3242,-3.43045,-4.48157,18.1202,-0.0709063,2.40298,-9.43814,-2.30405,-7.30384
991,0,-9.34291,2.34222,7.38262,-8.40456,-3.49162,-4.53225,18.1152,-0.0722937,2.4196,-9.34291,-2.34222,-7.38262
992,0,-9.24953,2.37632,7.46596,-8.48282,-3.54878,-4.58526,18.1099,-0.0730846,2.43897,-9.24953,-2.37632,-7.46596
993,0,-9.15815,2.40633,7.55365,-8.55895,-3.60152,-4.64057,18.1041,-0.0729097,2.46096,-9.15815,-2.40633,-7.55365
